etID  | Input | Balkan Romance | Common Romanian | Output {GOLD}
204    | #stˈuppɑ# | *#stˈupa# | *#stˈupə# | *#stˈupə# {GOLD: #stˈupə#}
205    | #ˌadstˌuppˈaː# | *#astupˈa# | *#astupˈa# | *#astupˈa# {GOLD: #astupˈa#}
206    | #stˈuːlɑ# | *#stˈula# | *#stˈuɾə# | *#stˈurə# {GOLD: #stˈurə#}
207    | #tˈortɑ# | *#tˈorta# | *#to̯ˈaɾtə# | *#to̯ˈartə# {GOLD: #to̯ˈartə#}
208    | #ˌululˈɑː# | *#ullˈa# | *#ulˈa# | *#ulˈa# {GOLD: #urlˈa#}
209    | #wˌɑlˈoːrem# | *#valˈore# | *#vəlo̯ˈaɾe# | *#vəlo̯ˈare# {GOLD: #valo̯ˈare#}
210    | #wˌeːssˈiːkɑm# | *#bəsˈika# | *#bəʃˈikə# | *#bəʃˈikə# {GOLD: #bəʃˈikə#}
211    | #wˈiskum# | *#bˈesku# | *#bˈesku# | *#bˈɨsk# {GOLD: #vˈɨsk#}
212    | #wˌitˈuleɑ# | *#vetˈujla# | *#vetˈujɾə# | *#vətˈujə# {GOLD: #vətˈuj#}
213    | #wˈiːtrikus# | *#vˈitreku# | *#vjˈitɾeku# | *#vˈitreɡ# {GOLD: #vˈitreɡ#}
214    | #bˌɑrbˈɑːtum# | *#barbˈatu# | *#bəɾbˈatu# | *#bərbˈat# {GOLD: #bərbˈat#}
215    | #fˈeːtus# | *#fˈetu# | *#fˈetu# | *#fˈət# {GOLD: #fˈət#}
216    | #fˈeːta# | *#fˈeta# | *#fe̯ˈatə# | *#fˈatə# {GOLD: #fˈatə#}
217    | #jˈuwenis# | *#d͡ʒˈueni# | *#d͡ʒˈueɲi# | *#ʒˈuej# {GOLD: #ʒˈune#}
218    | #mˈaskulum# | *#mˈasklu# | *#mˈaskʎu# | *#mˈaʃkj# {GOLD: #mˈaskur#}
219    | #nˈaːtum# | *#nˈatu# | *#nˈatu# | *#nˈat# {GOLD: #nˈat#}
220    | #tˈenerum# | *#tˈɛneru# | *#t͡sˈeneɾu# | *#t͡sˈiner# {GOLD: #tˈɨnər#}
221    | #wˌeterˈaːnum# | *#veterˈanu# | *#veteɾˈənu# | *#vəterˈɨn# {GOLD: #bətrˈɨn#}
222    | #kˈorpus# | *#kˈorpu# | *#kˈoɾpu# | *#kˈorp# {GOLD: #kˈorp#}
223    | #stˈaːtum# | *#stˈatu# | *#stˈatu# | *#stˈat# {GOLD: #stˈat#}
224    | #bˈarba# | *#bˈarba# | *#bˈaɾbə# | *#bˈarbə# {GOLD: #bˈarbə#}
225    | #bˈukkam# | *#bˈuka# | *#bˈukə# | *#bˈukə# {GOLD: #bˈukə#}
226    | #kˌapitˈiːnam# | *#kapetˈina# | *#kəpet͡sˈinə# | *#kəpet͡sˈinə# {GOLD: #kəpət͡sˈɨnə#}
227    | #kˌerebˈellum# | *#kreˈɛllu# | *#kɾejˈelu# | *#krejˈel# {GOLD: #krˈejer#}
228    | #kˌerˈebrum# | *#krˈɛwru# | *#kɾjˈewɾu# | *#krjˈewr# {GOLD: #krˈejer#}
229    | #dˈentem# | *#dˈɛnte# | *#dˈente# | *#dˈinte# {GOLD: #dˈinte#}
230    | #fˈakies# | *#fˈat͡se# | *#fˈat͡se# | *#fˈat͡sə# {GOLD: #fˈat͡sə#}
231    | #flˈokkum# | *#flˈoku# | *#flˈoku# | *#flˈok# {GOLD: #flˈok#}
232    | #frˈontem# | *#frˈonte# | *#fɾˈunte# | *#frˈunte# {GOLD: #frˈunte#}
233    | #ɡˈenae̯# | *#d͡ʒˈɛna# | *#d͡ʒˈenə# | *#d͡ʒˈinə# {GOLD: #d͡ʒe̯ˈanə#}
234    | #ɡˌinɡˈiːwa# | *#d͡ʒend͡ʒˈia# | *#d͡ʒend͡ʒˈiə# | *#d͡ʒind͡ʒˈie# {GOLD: #d͡ʒˈind͡ʒie#}
235    | #ɡˈula# | *#ɡˈula# | *#ɡˈuɾə# | *#ɡˈurə# {GOLD: #ɡˈurə#}
236    | #lˈinɡwam# | *#lˈemba# | *#lˈembə# | *#lˈimbə# {GOLD: #lˈimbə#}
237    | #mˌaːksˈillam# | *#masˈella# | *#məse̯ˈa# | *#məse̯ˈa# {GOLD: #məse̯ˈa#}
238    | #nˈaːrem# | *#nˈare# | *#nˈaɾe# | *#nˈare# {GOLD: #nˈarə#}
239    | #nˈaːsum# | *#nˈasu# | *#nˈasu# | *#nˈas# {GOLD: #nˈas#}
240    | #pˌalˈaːtum# | *#palˈatu# | *#pəɾˈatu# | *#pərˈat# {GOLD: #pərˈat͡s#}
241    | #rˈoːstrum# | *#rˈostru# | *#rrˈostɾu# | *#rˈostru# {GOLD: #rˈost#}
242    | #sˌuperkˈilium# | *#supert͡ʃˈejlu# | *#supeɾt͡ʃˈejɾu# | *#supert͡ʃˈer# {GOLD: #sprɨnt͡ʃe̯ˈanə#}
243    | #tˈestam# | *#t͡sˈɛsta# | *#t͡se̯ˈastə# | *#t͡se̯ˈastə# {GOLD: #t͡se̯ˈastə#}
244    | #kˌerwˈiːkem# | *#t͡ʃerbˈit͡ʃe# | *#t͡ʃeɾbˈit͡ʃe# | *#t͡ʃerbˈit͡ʃe# {GOLD: #t͡ʃerbˈit͡ʃe#}
245    | #ˈanimam# | *#ˈanema# | *#ˈənemə# | *#ˈɨnimə# {GOLD: #ˈinimə#}
246    | #kˌatˈeːna# | *#katˈena# | *#kətˈenə# | *#kətˈinə# {GOLD: #kətˈinə#}
247    | #kˈoːleum# | *#kˈojlu# | *#kˈojɾu# | *#kˈoj# {GOLD: #kˈoj#}
248    | #kˈostam# | *#kˈosta# | *#ko̯ˈastə# | *#ko̯ˈastə# {GOLD: #ko̯ˈastə#}
249    | #kˈuːlum# | *#kˈulu# | *#kˈuɾu# | *#kˈur# {GOLD: #kˈur#}
250    | #fˈelem# | *#fˈɛle# | *#fje̯ˈaɾe# | *#fjˈere# {GOLD: #fjˈere#}
251    | #fˌiːkˈaːtum# | *#fikˈatu# | *#fjikˈatu# | *#fikˈat# {GOLD: #fikˈat#}
252    | #ɡlˈaːndula# | *#ɡlˈandula# | *#ɡʎˈənduɾə# | *#ɡˈindurə# {GOLD: #ɡˈindurə#}
253    | #hˈumerum# | *#ˈumeru# | *#ˈumeɾu# | *#ˈumər# {GOLD: #ˈumər#}
254    | #mˈatiam# | *#mˈat͡sa# | *#mˈat͡sə# | *#mˈat͡sə# {GOLD: #mˈat͡s#}
255    | #mˌinuːtˈalia# | *#meruntˈajla# | *#meɾuntˈaje# | *#məruntˈaje# {GOLD: #məruntˈaje#}
256    | #mˈuːskulus# | *#mˈusklu# | *#mˈuskʎu# | *#mˈuʃkj# {GOLD: #mˈuʃkj#}
257    | #pˈektus# | *#pˈɛptu# | *#pjˈeptu# | *#pjˈept# {GOLD: #pjˈept#}
258    | #pˈiskem# | *#pˈest͡ʃe# | *#pe̯ˈaʃte# | *#pˈeʃte# {GOLD: #pˈeʃte#}
259    | #rˈeːnem# | *#rˈene# | *#rrˈene# | *#rˈɨjne# {GOLD: #rˈɨnə#}
260    | #rˌeːnˈikulus# | *#renˈeklu# | *#rrenˈekʎu# | *#rˈɨnekj# {GOLD: #rˈinikj#}
261    | #rˌenˈunkulus# | *#rerˈunklu# | *#rreɾˈunkʎu# | *#rərˈunkj# {GOLD: #rərˈunkj#}
262    | #sˈinum# | *#sˈenu# | *#sˈenu# | *#sˈin# {GOLD: #sˈɨn#}
263    | #spˈatʰa# | *#spˈata# | *#spˈatə# | *#spˈatə# {GOLD: #spˈatə#}
264    | #spˌiːnˈaːlem# | *#spinˈale# | *#spinˈaɾe# | *#spinˈare# {GOLD: #spinˈare#}
265    | #splˈeːnem# | *#splˈene# | *#splˈene# | *#splˈine# {GOLD: #splˈinə#}
266    | #sˌubˈaːlam# | *#suˈala# | *#suˈaɾə# | *#suˈarə# {GOLD: #suo̯ˈarə#}
267    | #tˈitiam# | *#t͡sˈet͡sa# | *#t͡se̯ˈat͡sə# | *#t͡se̯ˈat͡sə# {GOLD: #t͡sˈɨt͡sə#}
268    | #trˈunkulum# | *#trˈunklu# | *#tɾˈunkʎu# | *#trˈunkj# {GOLD: #trˈunkj#}
269    | #ˌumbilˈiːkus# | *#umbelˈiku# | *#umbeɾjˈiku# | *#umberˈik# {GOLD: #burˈik#}
270    | #wˌenˈeːnum# | *#venˈenu# | *#venˈenu# | *#vinˈin# {GOLD: #venˈin#}
271    | #wˈentrem# | *#vˈɛntre# | *#vˈentɾe# | *#vˈintre# {GOLD: #vˈintre#}
272    | #weːsˈiːkam# | *#bəsˈika# | *#bəʃˈikə# | *#bəʃˈikə# {GOLD: #bəʃˈikə#}
273    | #ˈarmum# | *#ˈarmu# | *#ˈaɾmu# | *#ˈarmu# {GOLD: #ˈarm#}
274    | #brˈakʰkʰium# | *#brˈat͡su# | *#bɾˈat͡su# | *#brˈat͡s# {GOLD: #brˈat͡s#}
275    | #kˌalkˈaːneum# | *#kalkˈaɲu# | *#kəlkˈəɲu# | *#kəlkˈɨje# {GOLD: #kəlkˈɨj#}
276    | #kˈubitum# | *#kˈuetu# | *#kˈuetu# | *#kˈuət# {GOLD: #kˈot#}
277    | #dˈiɡitus# | *#dˈed͡ʒetu# | *#de̯ˈad͡ʒetu# | *#de̯ˈad͡ʒət# {GOLD: #dˈed͡ʒet#}
278    | #dˌiːrˈeːktum# | *#drˈeptu# | *#dɾˈeptu# | *#drˈept# {GOLD: #drˈept#}
279    | #ɡˌenˈukulum# | *#d͡ʒerˈunklu# | *#d͡ʒeɾˈunkʎu# | *#d͡ʒerˈunkj# {GOLD: #d͡ʒenˈunkj#}
280    | #mˈanum# | *#mˈanu# | *#mˈənu# | *#mˈɨn# {GOLD: #mˈɨnə#}
281    | #pˈalmam# | *#pˈalma# | *#pˈalmə# | *#pˈalmə# {GOLD: #pˈalmə#}
282    | #pˌetiˈolum# | *#pet͡ʃˈolu# | *#pet͡ʃˈoɾu# | *#pəʃˈor# {GOLD: #pit͡ʃˈor#}
283    | #pˈulpam# | *#pˈulpa# | *#pˈulpə# | *#pˈulpə# {GOLD: #pˈulpə#}
284    | #ˈunɡulam# | *#ˈunɡla# | *#ˈunɡʎe# | *#ˈunɡje# {GOLD: #ˈunɡje#}
285    | #kˈarnem# | *#kˈarne# | *#kˈaɾne# | *#kˈarne# {GOLD: #kˈarne#}
286    | #mˌedˈullam# | *#medˈulla# | *#medˈuvə# | *#mədˈuvə# {GOLD: #mədˈuvə#}
287    | #ˈossum# | *#ˈosu# | *#ˈosu# | *#ˈos# {GOLD: #ˈos#}
288    | #pˈellem# | *#pˈɛlle# | *#pje̯ˈale# | *#pjˈele# {GOLD: #pjˈele#}
289    | #ˌawdˈiː# | *#awdˈi# | *#awd͡zˈi# | *#awzˈi# {GOLD: #auzˈi#}
290    | #ˌaskultˈaː# | *#askultˈa# | *#askultˈa# | *#askultˈa# {GOLD: #askultˈa#}
291    | #kˌirkˈaː# | *#t͡ʃerkˈa# | *#t͡ʃeɾkˈa# | *#t͡ʃerkˈa# {GOLD: #t͡ʃerkˈa#}
292    | #ɡˌustˈaː# | *#ɡustˈa# | *#ɡustˈa# | *#ɡustˈa# {GOLD: #ɡustˈa#}
293    | #ɡˈustum# | *#ɡˈustu# | *#ɡˈustu# | *#ɡˈust# {GOLD: #ɡˈust#}
294    | #sˌentˈiː# | *#sentˈi# | *#sentˈi# | *#sintˈi# {GOLD: #simt͡sˈi#}
295    | #wˌidˈeː# | *#vedˈe# | *#vedˈe# | *#vede̯ˈa# {GOLD: #vede̯ˈa#}
296    | #stˌernuːtˈaː# | *#sternutˈa# | *#steɾnutˈa# | *#sternutˈa# {GOLD: #strənutˈa#}
297    | #sˌufflˈaː# | *#suflˈa# | *#suflˈa# | *#suflˈa# {GOLD: #suflˈa#}
298    | #ˌassudˈaː# | *#asudˈa# | *#asudˈa# | *#asudˈa# {GOLD: #asudˈa#}
299    | #kˌakˈaː# | *#kakˈa# | *#kəkˈa# | *#kəkˈa# {GOLD: #kəkˈa#}
300    | #ˌeksprˌimˈaː# | *#spremˈa# | *#spɾemˈa# | *#sprimˈa# {GOLD: #skremˈe#}
301    | #fˈamem# | *#fˈame# | *#fˈəme# | *#fˈəme# {GOLD: #fo̯ˈame#}
302    | #ˌinɡlˌuttˈiː# | *#enɡlutˈi# | *#enɡʎut͡sˈi# | *#ɨnɡjut͡sˈi# {GOLD: #ɨnɡit͡sˈi#}
303    | #ˌintˈinɡe# | *#entˈend͡ʒe# | *#entˈend͡ʒe# | *#ɨntˈind͡ʒe# {GOLD: #ɨntˈind͡ʒe#}
304    | #lˈaːkrima# | *#lˈakrema# | *#lˈakɾemə# | *#lˈakrimə# {GOLD: #lˈakrimə#}
305    | #mˈuːkkus# | *#mˈuku# | *#mˈuku# | *#mˈuk# {GOLD: #mˈuk#}
306    | #sˌatˈullum# | *#satˈullu# | *#sətˈulu# | *#sətˈul# {GOLD: #sətˈul#}
307    | #sˌaturˈaː# | *#saturˈa# | *#sətuɾˈa# | *#səturˈa# {GOLD: #səturˈa#}
308    | #sˌorbˈeː# | *#sorbˈe# | *#suɾbˈe# | *#surbˈe# {GOLD: #sorbˈi#}
309    | #sˌuːdˈoːrem# | *#sudˈore# | *#sudo̯ˈaɾe# | *#sudo̯ˈare# {GOLD: #sudo̯ˈare#}
310    | #sˈuːɡe# | *#sˈud͡ʒe# | *#sˈud͡ʒe# | *#sˈud͡ʒe# {GOLD: #sˈud͡ʒe#}
311    | #kˌoːnstˈaː# | *#kostˈa# | *#kustˈa# | *#kustˈa# {GOLD: #kustˈa#}
312    | #fˌaktˈuːram# | *#faptˈura# | *#fəptˈuɾə# | *#fəptˈurə# {GOLD: #fəptˈurə#}
313    | #fˌierˈiː# | *#ferˈi# | *#feɾjˈi# | *#ferˈi# {GOLD: #fˈi#}
314    | #lˌapidˈaː# | *#lapedˈa# | *#ləpedˈa# | *#ləpədˈa# {GOLD: #lepədˈa#}
315    | #nˈaːske# | *#nˈast͡ʃe# | *#nˈaʃte# | *#nˈaʃte# {GOLD: #nˈaʃte#}
316    | #wˈiwum# | *#vˈeu# | *#vˈeu# | *#vˈəw# {GOLD: #vˈiw#}
317    | #wˈiːwe# | *#vˈie# | *#vjˈie# | *#vˈie# {GOLD: #vˈie#}
318    | #kˌastiːɡˈaː# | *#kaʃtiɡˈa# | *#kəʃtiɡˈa# | *#kɨʃtiɡˈa# {GOLD: #kɨʃtiɡˈa#}
319    | #krˈeːske# | *#krˈest͡ʃe# | *#kɾe̯ˈaʃte# | *#krˈeʃte# {GOLD: #krˈeʃte#}
320    | #dˌormˈiː# | *#dormˈi# | *#doɾmˈi# | *#dormˈi# {GOLD: #dormˈi#}
321    | #dˌormiːtˈaː# | *#dormitˈa# | *#doɾmitˈa# | *#dormitˈa# {GOLD: #dormitˈa#}
322    | #mˌanˈeː# | *#manˈe# | *#mənˈe# | *#mɨne̯ˈa# {GOLD: #mɨne̯ˈa#}
323    | #mˌaːnikˈaː# | *#manekˈa# | *#mənekˈa# | *#mɨnekˈa# {GOLD: #mɨnekˈa#}
324    | #rˌepˌawsˈaː# | *#repasˈa# | *#rrepəsˈa# | *#rəpəsˈa# {GOLD: #rəposˈa#}
325    | #sˈomnum# | *#sˈomnu# | *#sˈomnu# | *#sˈomn# {GOLD: #sˈomn#}
326    | #wˌiɡilˈaː# | *#veɡlˈa# | *#veɡʎˈa# | *#vəɡe̯ˈa# {GOLD: #veɡe̯ˈa#}
327    | #wˈiːsum# | *#vˈisu# | *#vjˈisu# | *#vˈis# {GOLD: #vˈis#}
328    | #ˌekskˌaldˈaː# | *#skaldˈa# | *#skəldˈa# | *#skəldˈa# {GOLD: #skəldˈa#}
329    | #lˌawˈaː# | *#laˈa# | *#lˈa# | *#lˈa# {GOLD: #lˈa#}
330    | #pˌaːɡˈaːnus# | *#paɡˈanu# | *#pəɡˈənu# | *#pəɡˈɨn# {GOLD: #pəɡˈɨn#}
331    | #pˌektinˈaː# | *#pestenˈa# | *#pestenˈa# | *#pestinˈa# {GOLD: #pieptənˈa#}
332    | #spˌurkˈaː# | *#spurkˈa# | *#spuɾkˈa# | *#spurkˈa# {GOLD: #spurkˈa#}
333    | #ˈasper# | *#ˈaspre# | *#ˈaspɾe# | *#ˈaspre# {GOLD: #ˈaspru#}
334    | #blˈandus# | *#blˈandu# | *#blˈəndu# | *#blˈɨnd# {GOLD: #blˈɨnd#}
335    | #blˌandˈitia# | *#blandˈet͡sa# | *#blənde̯ˈat͡sə# | *#blɨnde̯ˈat͡sə# {GOLD: #blˈɨndet͡se#}
336    | #kˌertˈaː# | *#t͡ʃertˈa# | *#t͡ʃeɾtˈa# | *#t͡ʃertˈa# {GOLD: #kertˈa#}
337    | #kˌommittˈeː# | *#kometˈe# | *#kumetˈe# | *#kuməte̯ˈa# {GOLD: #kumetˈa#}
338    | #kˈompitum# | *#kˈompetu# | *#kˈumpetu# | *#kˈumpət# {GOLD: #kˈumpət#}
339    | #kottizˈaː# | *#kotezˈa# | *#kutezˈa# | *#kutezˈa# {GOLD: #kutezˈa#}
340    | #dolˈeː# | *#dolˈe# | *#duɾˈe# | *#dure̯ˈa# {GOLD: #dure̯ˈa#}
341    | #dˈolum# | *#dˈolu# | *#dˈoɾu# | *#dˈor# {GOLD: #dˈor#}
342    | #ˌekspˌaːwˈeː# | *#spavˈe# | *#spəvˈe# | *#spəve̯ˈa# {GOLD: #sperjˈa#}
343    | #fˌeːlˈiːkem# | *#felˈit͡ʃe# | *#feɾjˈit͡ʃe# | *#ferˈit͡ʃe# {GOLD: #ferˈit͡ʃe#}
344    | #ˌindˌuːrˈaː# | *#endurˈa# | *#enduɾˈa# | *#ɨndurˈa# {GOLD: #ɨndurˈa#}
345    | #ˌintˌerritˈaː# | *#enterretˈa# | *#enterretˈa# | *#ɨnterətˈa# {GOLD: #ɨntərɨtˈa#}
346    | #ˌinwiːtˈaː# | *#envitˈa# | *#envitˈa# | *#ɨnvitˈa# {GOLD: #ɨnvitˈa#}
347    | #mˈalum# | *#mˈalu# | *#mˈaɾu# | *#mˈar# {GOLD: #mˈar#}
348    | #mˈania# | *#mˈajna# | *#mˈajnə# | *#mˈajnə# {GOLD: #mɨnˈie#}
349    | #mˈiːror# | *#mˈirro# | *#mjˈirru# | *#mˈir# {GOLD: #mˈira#}
350    | #mˌiserˈeːre# | *#meserˈere# | *#meseɾe̯ˈaɾe# | *#meserˈere# {GOLD: #meserˈere#}
351    | #mˌoːnstrˈaː# | *#mostrˈa# | *#mustɾˈa# | *#mustrˈa# {GOLD: #mustrˈa#}
352    | #pˌakˈaː# | *#pakˈa# | *#pəkˈa# | *#pəkˈa# {GOLD: #pəkˈa#}
353    | #pˌae̯nitˈeː# | *#panetˈe# | *#pənetˈe# | *#pɨnəte̯ˈa# {GOLD: #pənətˈa#}
354    | #pˌatˈiː# | *#patˈi# | *#pət͡sˈi# | *#pət͡sˈi# {GOLD: #pət͡sˈi#}
355    | #pˌensˈaː# | *#pesˈa# | *#pesˈa# | *#pəsˈa# {GOLD: #pəsˈa#}
356    | #pˈensum# | *#pˈesu# | *#pˈesu# | *#pˈəs# {GOLD: #pˈəs#}
357    | #piɡritˈaːriː# | *#peɡretˈari# | *#peɡɾetˈaɾji# | *#peɡrətˈarj# {GOLD: #pred͡ʒetˈa#}
358    | #plaːkˈeː# | *#plat͡ʃˈe# | *#plət͡ʃˈe# | *#plət͡ʃe̯ˈa# {GOLD: #plət͡ʃe̯ˈa#}
359    | #planɡˈeː# | *#pland͡ʒˈe# | *#plənd͡ʒˈe# | *#plˈɨnd͡ʒe# {GOLD: #plɨnɡˈe#}
360    | #rˈiːde# | *#rˈide# | *#rrˈide# | *#rˈɨde# {GOLD: #rˈɨde#}
361    | #rˈisum# | *#rˈesu# | *#rrˈesu# | *#rˈəs# {GOLD: #rˈɨs#}
362    | #sentˈiː# | *#sentˈi# | *#sentˈi# | *#sintˈi# {GOLD: #simt͡sˈi#}
363    | #sufferrˈiː# | *#suferrˈi# | *#suferrˈi# | *#suferˈɨ# {GOLD: #suferˈi#}
364    | #superˈaː# | *#superˈa# | *#supeɾˈa# | *#supərˈa# {GOLD: #supərˈa#}
365    | #suspiːrˈaː# | *#suspirˈa# | *#suspiɾˈa# | *#suspirˈa# {GOLD: #suspinˈa#}
366    | #timˈeː# | *#temˈe# | *#temˈe# | *#timˈe# {GOLD: #temˈe#}
367    | #timˈoːrem# | *#temˈore# | *#temo̯ˈaɾe# | *#timo̯ˈare# {GOLD: #temo̯ˈare#}
368    | #tremulˈaː# | *#tremulˈa# | *#tɾemuɾˈa# | *#trimurˈa# {GOLD: #tremurˈa#}
369    | #trˈiːstis# | *#trˈiʃti# | *#tɾˈiʃti# | *#trˈiʃtj# {GOLD: #trˈist#}
370    | #turbˈaː# | *#turbˈa# | *#tuɾbˈa# | *#turbˈa# {GOLD: #turbˈa#}
371    | #turbulˈaː# | *#turbulˈa# | *#tuɾbuɾˈa# | *#turburˈa# {GOLD: #tulburˈa#}
372    | #wirtˈuːtem# | *#vertˈute# | *#veɾtˈute# | *#vɨrtˈute# {GOLD: #vɨrtˈute#}
373    | #kˌirkitˈaː# | *#t͡ʃert͡ʃetˈa# | *#t͡ʃeɾt͡ʃetˈa# | *#t͡ʃert͡ʃətˈa# {GOLD: #t͡ʃert͡ʃetˈa#}
374    | #kˌoːɡitˈaː# | *#kod͡ʒetˈa# | *#kud͡ʒetˈa# | *#kud͡ʒətˈa# {GOLD: #kud͡ʒetˈa#}
375    | #kˌoɡnˈoːske# | *#komnˈost͡ʃe# | *#komno̯ˈaʃte# | *#komno̯ˈaʃte# {GOLD: #kuno̯ˈaʃte#}
376    | #krˈeːde# | *#krˈede# | *#kɾe̯ˈade# | *#krˈede# {GOLD: #krˈede#}
377    | #ˌintˌelleːktiˈoːnem# | *#ent͡sellet͡ʃˈone# | *#ent͡selet͡ʃˈune# | *#ɨnt͡selet͡ʃˈune# {GOLD: #ɨnt͡selept͡ʃˈune#}
378    | #ˌintˌellˈeːktum# | *#ent͡sellˈeptu# | *#ent͡selˈeptu# | *#ɨnt͡selˈept# {GOLD: #ɨnt͡selˈept#}
379    | #ˌintˌellˈiɡe# | *#ent͡sellˈed͡ʒe# | *#ent͡sele̯ˈad͡ʒe# | *#ɨnt͡selˈed͡ʒe# {GOLD: #ɨnt͡selˈeɡe#}
380    | #juːdikˈaː# | *#d͡ʒudekˈa# | *#d͡ʒudekˈa# | *#ʒudekˈa# {GOLD: #ʒudekˈa#}
381    | #mˈentem# | *#mˈɛnte# | *#mˈente# | *#mˈinte# {GOLD: #mˈinte#}
382    | #mentiˈoːnem# | *#ment͡ʃˈone# | *#ment͡ʃˈune# | *#mɨnt͡ʃˈune# {GOLD: #mint͡ʃˈunə#}
383    | #mentˈiːriː# | *#mentˈiri# | *#mentˈiɾji# | *#mɨntˈirj# {GOLD: #mint͡sˈi#}
384    | #parˈeː# | *#parˈe# | *#pəɾˈe# | *#pəre̯ˈa# {GOLD: #pəre̯ˈa#}
385    | #perkˈipe# | *#pert͡ʃˈepe# | *#peɾt͡ʃe̯ˈape# | *#pərt͡ʃˈepe# {GOLD: #prit͡ʃˈepe#}
386    | #skˈioː# | *#st͡ʃˈiw̥# | *#ʃtˈiw̥# | *#ʃtˈiw# {GOLD: #ʃtˈi#}
387    | #sˌanitˈaːtem# | *#sanetˈate# | *#sənetˈate# | *#sɨnətˈate# {GOLD: #sənətˈate#}
388    | #sˌanitˈoːsum# | *#sanetˈosu# | *#sənetˈosu# | *#sɨnətˈos# {GOLD: #sənətˈos#}
389    | #wˌindikˈaː# | *#vendekˈa# | *#vendekˈa# | *#vindekˈa# {GOLD: #vindekˈa#}
390    | #wˌirtuˈoːsum# | *#vertˈosu# | *#veɾtˈosu# | *#vərtˈos# {GOLD: #vɨrtˈos#}
391    | #ˌarˈaneam# | *#arˈajna# | *#aɾˈajnə# | *#arˈajnə# {GOLD: #rɨje#}
392    | #kˈae̯kia# | *#t͡ʃˈɛt͡sa# | *#t͡ʃe̯ˈat͡sə# | *#t͡ʃe̯ˈat͡sə# {GOLD: #t͡ʃe̯ˈat͡sə#}
393    | #katˈellum# | *#kat͡sˈɛllu# | *#kət͡sˈelu# | *#kət͡sˈel# {GOLD: #kət͡sˈel#}
394    | #kˈossis# | *#kˈosi# | *#kˈoʃi# | *#kˈoʃj# {GOLD: #kˈoʃ#}
395    | #kˈyma# | *#t͡ʃˈuma# | *#t͡ʃˈumə# | *#t͡ʃˈumə# {GOLD: #t͡ʃˈumə#}
396    | #dˌoloːrˈoːsus# | *#dolorˈosu# | *#duɾuɾˈosu# | *#dururˈos# {GOLD: #dururˈos#}
397    | #fˈebrem# | *#fˈɛwre# | *#fje̯ˈawɾe# | *#fjˈewre# {GOLD: #fjˈor#}
398    | #frˈiːɡora# | *#frˈiɡora# | *#fɾˈiɡuɾə# | *#frˈiɡurə# {GOLD: #frˈiɡurj#}
399    | #ɡˈeme# | *#d͡ʒˈɛme# | *#d͡ʒˈeme# | *#d͡ʒˈeme# {GOLD: #d͡ʒˈeme#}
400    | #ɡˈemitum# | *#d͡ʒˈɛmetu# | *#d͡ʒˈemetu# | *#d͡ʒe̯ˈamət# {GOLD: #d͡ʒe̯ˈamət#}
401    | #ɡˈuttam# | *#ɡˈuta# | *#ɡˈutə# | *#ɡˈutə# {GOLD: #ɡˈutə#}
402    | #hˌordˈeolum# | *#ord͡ʒˈolu# | *#uɾd͡ʒˈoɾu# | *#urʒˈor# {GOLD: #urt͡ʃˈor#}
403    | #jˌakˈeː# | *#d͡ʒat͡ʃˈe# | *#d͡ʒət͡ʃˈe# | *#d͡ʒət͡ʃe̯ˈa# {GOLD: #zət͡ʃe̯ˈa#}
404    | #jˌakˈeː# | *#d͡ʒat͡ʃˈe# | *#d͡ʒət͡ʃˈe# | *#d͡ʒət͡ʃe̯ˈa# {GOLD: #d͡ʒət͡ʃe̯ˈa#}
405    | #lˌae̯sionˈaː# | *#lɛʃonˈa# | *#ʎeʃunˈa# | *#jeʃunˈa# {GOLD: #leʃinˈa#}
406    | #lˌanɡwˈeːskoː# | *#land͡ʒˈesko# | *#lənd͡ʒˈesku# | *#lɨnd͡ʒˈesk# {GOLD: #lɨnd͡ʒˈesk#}
407    | #lˈanɡwidus# | *#lˈand͡ʒedu# | *#lˈənd͡ʒedu# | *#lˈɨnd͡ʒed# {GOLD: #lˈɨnt͡ʃed#}
408    | #lˌanɡwˈoːrem# | *#lanɡˈore# | *#lənɡo̯ˈaɾe# | *#lɨnɡo̯ˈare# {GOLD: #lɨnɡo̯ˈare#}
409    | #morˈiːriː# | *#morˈiri# | *#muɾjˈiɾji# | *#murˈirj# {GOLD: #murˈi#}
410    | #mˈortem# | *#mˈorte# | *#mo̯ˈaɾte# | *#mo̯ˈarte# {GOLD: #mo̯ˈarte#}
411    | #mˌortikˈiːna# | *#mortet͡ʃˈina# | *#muɾtet͡ʃˈinə# | *#murtet͡ʃˈinə# {GOLD: #mortət͡ʃˈune#}
412    | #mˈortuum# | *#mˈortu# | *#mˈoɾtu# | *#mˈort# {GOLD: #mˈort#}
413    | #nˈae̯wus# | *#nˈɛɡu# | *#ɲˈeɡu# | *#nˈeɡ# {GOLD: #nˈeɡ#}
414    | #ˌokkˈiːde# | *#ot͡ʃˈide# | *#ut͡ʃˈide# | *#ut͡ʃˈide# {GOLD: #ut͡ʃˈide#}
415    | #pˌerˈiː# | *#perˈi# | *#peɾjˈi# | *#perˈi# {GOLD: #pjerˈi#}
